Name,Measurement #1,Measurement #2,Measurement #3,Measurement #4,Measurement #5,Measurement #6,Measurement #7,Measurement #8,Measurement #9,Measurement #10,Measurement #11,Measurement #12,Measurement #13,Measurement #14,Measurement #15,Measurement #16,Measurement #17,Measurement #18
455,6.51507E-05,6.58922E-05,6.58871E-05,1.82641E-04,1.79745E-04,1.80530E-04,2.96466E-04,2.99966E-04,2.99142E-04,4.17582E-04,4.17317E-04,4.12760E-04,5.27616E-04,5.27805E-04,5.30609E-04,6.44594E-04,6.43154E-04,6.41464E-04
456,6.04048E-05,6.11667E-05,6.05576E-05,1.64842E-04,1.64412E-04,1.62466E-04,2.65355E-04,2.71184E-04,2.68951E-04,3.74581E-04,3.73849E-04,3.70784E-04,4.75184E-04,4.75511E-04,4.74642E-04,5.79185E-04,5.77096E-04,5.77709E-04
457,5.56255E-05,5.59356E-05,5.50687E-05,1.48089E-04,1.49152E-04,1.46132E-04,2.38947E-04,2.43455E-04,2.40898E-04,3.34435E-04,3.32539E-04,3.33427E-04,4.27371E-04,4.27161E-04,4.23502E-04,5.17227E-04,5.20632E-04,5.17897E-04
458,5.09243E-05,5.09505E-05,5.00073E-05,1.33190E-04,1.34465E-04,1.31850E-04,2.16581E-04,2.18138E-04,2.16320E-04,2.99574E-04,2.96759E-04,3.01235E-04,3.85334E-04,3.84283E-04,3.79522E-04,4.62933E-04,4.72286E-04,4.64793E-04
459,4.64632E-05,4.71763E-05,4.59761E-05,1.20863E-04,1.21082E-04,1.19491E-04,1.96532E-04,1.96625E-04,1.96082E-04,2.71984E-04,2.69704E-04,2.73999E-04,3.49563E-04,3.47854E-04,3.44065E-04,4.20409E-04,4.28296E-04,4.20857E-04
460,4.23642E-05,4.42859E-05,4.27009E-05,1.10877E-04,1.09498E-04,1.08805E-04,1.78567E-04,1.78960E-04,1.79613E-04,2.50432E-04,2.49700E-04,2.51095E-04,3.19139E-04,3.17445E-04,3.15941E-04,3.87818E-04,3.87882E-04,3.85151E-04
461,3.90170E-05,4.12726E-05,3.95380E-05,1.03077E-04,1.00837E-04,1.00225E-04,1.64850E-04,1.65470E-04,1.66533E-04,2.33032E-04,2.33161E-04,2.33343E-04,2.94355E-04,2.93845E-04,2.94275E-04,3.61584E-04,3.55272E-04,3.56937E-04
462,3.63421E-05,3.74930E-05,3.60614E-05,9.64913E-05,9.47103E-05,9.33158E-05,1.55022E-04,1.54848E-04,1.55483E-04,2.17158E-04,2.16840E-04,2.19197E-04,2.73530E-04,2.75168E-04,2.76063E-04,3.37316E-04,3.30191E-04,3.33289E-04
463,3.41421E-05,3.38352E-05,3.30494E-05,9.06815E-05,8.98579E-05,8.79644E-05,1.47183E-04,1.45986E-04,1.46564E-04,2.03462E-04,2.02835E-04,2.07256E-04,2.57047E-04,2.60279E-04,2.60154E-04,3.16370E-04,3.10723E-04,3.14256E-04
464,3.19442E-05,3.08758E-05,3.08755E-05,8.45379E-05,8.43586E-05,8.31953E-05,1.38365E-04,1.36767E-04,1.38497E-04,1.90910E-04,1.91269E-04,1.94540E-04,2.42771E-04,2.45797E-04,2.43574E-04,2.97399E-04,2.92365E-04,2.97082E-04
465,2.99762E-05,2.88867E-05,2.92992E-05,7.86528E-05,7.86993E-05,7.88116E-05,1.29680E-04,1.28468E-04,1.31090E-04,1.80380E-04,1.81732E-04,1.82244E-04,2.30300E-04,2.32095E-04,2.28437E-04,2.81272E-04,2.76997E-04,2.82124E-04
466,2.83172E-05,2.76896E-05,2.76257E-05,7.32344E-05,7.32084E-05,7.40632E-05,1.21942E-04,1.21802E-04,1.23123E-04,1.71273E-04,1.71820E-04,1.70746E-04,2.17382E-04,2.18180E-04,2.15677E-04,2.66426E-04,2.65061E-04,2.67634E-04
467,2.68964E-05,2.68333E-05,2.59065E-05,6.87786E-05,6.86438E-05,6.95312E-05,1.15815E-04,1.16334E-04,1.15046E-04,1.63163E-04,1.61767E-04,1.60913E-04,2.04706E-04,2.04954E-04,2.05401E-04,2.52534E-04,2.54798E-04,2.53837E-04
468,2.53643E-05,2.55204E-05,2.45383E-05,6.54926E-05,6.55650E-05,6.62366E-05,1.11055E-04,1.10082E-04,1.07689E-04,1.54693E-04,1.52577E-04,1.52834E-04,1.93633E-04,1.93244E-04,1.95775E-04,2.38492E-04,2.41352E-04,2.40672E-04
469,2.35600E-05,2.35429E-05,2.34992E-05,6.29223E-05,6.35864E-05,6.39665E-05,1.06599E-04,1.02343E-04,1.01184E-04,1.45061E-04,1.44379E-04,1.45585E-04,1.83986E-04,1.82755E-04,1.85147E-04,2.23606E-04,2.23184E-04,2.27326E-04
470,2.19442E-05,2.19534E-05,2.24022E-05,6.04101E-05,6.16720E-05,6.13814E-05,1.01527E-04,9.58564E-05,9.58766E-05,1.36298E-04,1.37784E-04,1.38581E-04,1.75551E-04,1.73828E-04,1.74675E-04,2.10814E-04,2.07076E-04,2.14819E-04
471,2.07423E-05,2.13604E-05,2.08517E-05,5.71384E-05,5.86354E-05,5.72177E-05,9.47729E-05,9.19852E-05,9.13140E-05,1.29086E-04,1.32160E-04,1.30703E-04,1.67057E-04,1.65622E-04,1.64448E-04,2.00967E-04,1.96961E-04,2.02797E-04
472,1.98358E-05,2.10502E-05,1.92248E-05,5.35698E-05,5.47124E-05,5.26934E-05,8.77829E-05,8.90241E-05,8.70335E-05,1.22574E-04,1.26366E-04,1.23017E-04,1.58756E-04,1.58147E-04,1.55231E-04,1.92787E-04,1.90522E-04,1.92057E-04
473,1.91430E-05,2.02197E-05,1.81389E-05,5.07237E-05,5.07902E-05,4.97267E-05,8.28860E-05,8.53287E-05,8.31339E-05,1.16379E-04,1.20052E-04,1.17646E-04,1.52128E-04,1.52442E-04,1.48692E-04,1.85731E-04,1.85321E-04,1.84592E-04
474,1.84673E-05,1.88527E-05,1.76317E-05,4.88434E-05,4.75439E-05,4.82011E-05,8.00219E-05,8.12387E-05,7.96965E-05,1.10577E-04,1.13784E-04,1.14396E-04,1.47173E-04,1.47518E-04,1.44186E-04,1.79058E-04,1.79900E-04,1.79353E-04
475,1.77049E-05,1.75718E-05,1.75533E-05,4.81466E-05,4.59822E-05,4.72282E-05,7.84353E-05,7.89894E-05,7.75009E-05,1.06530E-04,1.09706E-04,1.12692E-04,1.44289E-04,1.42468E-04,1.40954E-04,1.73459E-04,1.74899E-04,1.75040E-04
476,1.69776E-05,1.67706E-05,1.77101E-05,4.84814E-05,4.63404E-05,4.64901E-05,7.77748E-05,7.93447E-05,7.69873E-05,1.05191E-04,1.08803E-04,1.12179E-04,1.43492E-04,1.37881E-04,1.39039E-04,1.69906E-04,1.71178E-04,1.71596E-04
477,1.65985E-05,1.63849E-05,1.77224E-05,4.88269E-05,4.74192E-05,4.61461E-05,7.77034E-05,8.03974E-05,7.75521E-05,1.06153E-04,1.09611E-04,1.12012E-04,1.43223E-04,1.35462E-04,1.38610E-04,1.68510E-04,1.68653E-04,1.69475E-04
478,1.66164E-05,1.62010E-05,1.72420E-05,4.80699E-05,4.77772E-05,4.59282E-05,7.73634E-05,7.99575E-05,7.79869E-05,1.07765E-04,1.09875E-04,1.10760E-04,1.41244E-04,1.35263E-04,1.38541E-04,1.67789E-04,1.66062E-04,1.67755E-04
479,1.69017E-05,1.63486E-05,1.68663E-05,4.72281E-05,4.77384E-05,4.61227E-05,7.76991E-05,7.92505E-05,7.89039E-05,1.09524E-04,1.10356E-04,1.10241E-04,1.39936E-04,1.37663E-04,1.39667E-04,1.68811E-04,1.66008E-04,1.68419E-04
480,1.69803E-05,1.66553E-05,1.69187E-05,4.66754E-05,4.70667E-05,4.61899E-05,7.83151E-05,7.84535E-05,7.96346E-05,1.09294E-04,1.10185E-04,1.10423E-04,1.39447E-04,1.40314E-04,1.40402E-04,1.69697E-04,1.68029E-04,1.70340E-04
481,1.68841E-05,1.69584E-05,1.72750E-05,4.70627E-05,4.66946E-05,4.64227E-05,7.93266E-05,7.83720E-05,8.03948E-05,1.09006E-04,1.10355E-04,1.11579E-04,1.40648E-04,1.43162E-04,1.41651E-04,1.71376E-04,1.71747E-04,1.73697E-04
482,1.67500E-05,1.69937E-05,1.74865E-05,4.87353E-05,4.76339E-05,4.71206E-05,8.04886E-05,7.94274E-05,8.12014E-05,1.11449E-04,1.11792E-04,1.13273E-04,1.43584E-04,1.46174E-04,1.44325E-04,1.74699E-04,1.75600E-04,1.77971E-04
483,1.67581E-05,1.68293E-05,1.74046E-05,5.11337E-05,4.95446E-05,4.83006E-05,8.17689E-05,8.15478E-05,8.22451E-05,1.16384E-04,1.14623E-04,1.15478E-04,1.47665E-04,1.49349E-04,1.48292E-04,1.79490E-04,1.79158E-04,1.82626E-04
484,1.71625E-05,1.68996E-05,1.72169E-05,5.28725E-05,5.08075E-05,4.97782E-05,8.34950E-05,8.43101E-05,8.40386E-05,1.20713E-04,1.18376E-04,1.18793E-04,1.51917E-04,1.52978E-04,1.52619E-04,1.84842E-04,1.83449E-04,1.87421E-04
485,1.79730E-05,1.74126E-05,1.71277E-05,5.32750E-05,5.07538E-05,5.13112E-05,8.58285E-05,8.72748E-05,8.66427E-05,1.22678E-04,1.22337E-04,1.23238E-04,1.55788E-04,1.57076E-04,1.56611E-04,1.90169E-04,1.88836E-04,1.92127E-04
486,1.87515E-05,1.81493E-05,1.74639E-05,5.36192E-05,5.12517E-05,5.28399E-05,8.90537E-05,9.04966E-05,8.95987E-05,1.24455E-04,1.26008E-04,1.28220E-04,1.60612E-04,1.61962E-04,1.61076E-04,1.96793E-04,1.95195E-04,1.97661E-04
487,1.91685E-05,1.89095E-05,1.84695E-05,5.52684E-05,5.40783E-05,5.44916E-05,9.35113E-05,9.42426E-05,9.27558E-05,1.28547E-04,1.29522E-04,1.33467E-04,1.67949E-04,1.68258E-04,1.67199E-04,2.06252E-04,2.02855E-04,2.05282E-04
488,1.94724E-05,1.96110E-05,1.96651E-05,5.81536E-05,5.82977E-05,5.65453E-05,9.85541E-05,9.83010E-05,9.67192E-05,1.35090E-04,1.34514E-04,1.39020E-04,1.77228E-04,1.75823E-04,1.75036E-04,2.17328E-04,2.12261E-04,2.14760E-04
489,2.01202E-05,2.02646E-05,2.04316E-05,6.18443E-05,6.22844E-05,5.94171E-05,1.03485E-04,1.02551E-04,1.02439E-04,1.43669E-04,1.43175E-04,1.45301E-04,1.87555E-04,1.84636E-04,1.84587E-04,2.28466E-04,2.24240E-04,2.25836E-04
490,2.12528E-05,2.10758E-05,2.09935E-05,6.59313E-05,6.58563E-05,6.32164E-05,1.08906E-04,1.07736E-04,1.09608E-04,1.53619E-04,1.54956E-04,1.52942E-04,1.98779E-04,1.95097E-04,1.95621E-04,2.40529E-04,2.38800E-04,2.39038E-04
491,2.27608E-05,2.23733E-05,2.21738E-05,7.00055E-05,6.98672E-05,6.77926E-05,1.16297E-04,1.15149E-04,1.16962E-04,1.64043E-04,1.67250E-04,1.62626E-04,2.11217E-04,2.07805E-04,2.07652E-04,2.55998E-04,2.55237E-04,2.55328E-04
492,2.44915E-05,2.41861E-05,2.41759E-05,7.41434E-05,7.46858E-05,7.30045E-05,1.25889E-04,1.24772E-04,1.24194E-04,1.74921E-04,1.78775E-04,1.74445E-04,2.25226E-04,2.22975E-04,2.20988E-04,2.75422E-04,2.73079E-04,2.74584E-04
493,2.62951E-05,2.61399E-05,2.62895E-05,7.93875E-05,8.01040E-05,7.89297E-05,1.36290E-04,1.34856E-04,1.32862E-04,1.88084E-04,1.90830E-04,1.88058E-04,2.41852E-04,2.40840E-04,2.37805E-04,2.97051E-04,2.92980E-04,2.95723E-04
494,2.81126E-05,2.79901E-05,2.80459E-05,8.64108E-05,8.59887E-05,8.56152E-05,1.46572E-04,1.44344E-04,1.44090E-04,2.04772E-04,2.04816E-04,2.03329E-04,2.61849E-04,2.61648E-04,2.59504E-04,3.19808E-04,3.15852E-04,3.18295E-04
495,3.01231E-05,2.99761E-05,2.99870E-05,9.41651E-05,9.24295E-05,9.27335E-05,1.57492E-04,1.54643E-04,1.56682E-04,2.23215E-04,2.21337E-04,2.20475E-04,2.84196E-04,2.85102E-04,2.83725E-04,3.44800E-04,3.42493E-04,3.43531E-04
496,3.25144E-05,3.23881E-05,3.27271E-05,1.01419E-04,9.95491E-05,9.99413E-05,1.69971E-04,1.67363E-04,1.69137E-04,2.41243E-04,2.40542E-04,2.39604E-04,3.07577E-04,3.10577E-04,3.07628E-04,3.73182E-04,3.73250E-04,3.72618E-04
497,3.52389E-05,3.51965E-05,3.58489E-05,1.08597E-04,1.07622E-04,1.07650E-04,1.83870E-04,1.82020E-04,1.81807E-04,2.59050E-04,2.60977E-04,2.59951E-04,3.32047E-04,3.36442E-04,3.31573E-04,4.03772E-04,4.06066E-04,4.04544E-04
498,3.81798E-05,3.82603E-05,3.85230E-05,1.17000E-04,1.17091E-04,1.16708E-04,1.98776E-04,1.97385E-04,1.96108E-04,2.78248E-04,2.80845E-04,2.80702E-04,3.58689E-04,3.61131E-04,3.57796E-04,4.34871E-04,4.38372E-04,4.37800E-04
499,4.11963E-05,4.13594E-05,4.07159E-05,1.26677E-04,1.27477E-04,1.26584E-04,2.14233E-04,2.12680E-04,2.12011E-04,2.99180E-04,3.00038E-04,3.01569E-04,3.87066E-04,3.85196E-04,3.86453E-04,4.66591E-04,4.69631E-04,4.71387E-04
500,4.41426E-05,4.42132E-05,4.32155E-05,1.36484E-04,1.37430E-04,1.35415E-04,2.29852E-04,2.27682E-04,2.28150E-04,3.21072E-04,3.20303E-04,3.22948E-04,4.15407E-04,4.11525E-04,4.15806E-04,5.01114E-04,5.01582E-04,5.05047E-04
501,4.70996E-05,4.68857E-05,4.65687E-05,1.46219E-04,1.46660E-04,1.43137E-04,2.46283E-04,2.43370E-04,2.44622E-04,3.44559E-04,3.43689E-04,3.46196E-04,4.44449E-04,4.42815E-04,4.46023E-04,5.40678E-04,5.36997E-04,5.40523E-04
502,4.99941E-05,4.95419E-05,5.01327E-05,1.55801E-04,1.55199E-04,1.51656E-04,2.63071E-04,2.59965E-04,2.61449E-04,3.68735E-04,3.68162E-04,3.70039E-04,4.74374E-04,4.75297E-04,4.75477E-04,5.80284E-04,5.73488E-04,5.76488E-04
503,5.29977E-05,5.25518E-05,5.34846E-05,1.65872E-04,1.63941E-04,1.63137E-04,2.80796E-04,2.78529E-04,2.79645E-04,3.94221E-04,3.93289E-04,3.94773E-04,5.07149E-04,5.07339E-04,5.05004E-04,6.17921E-04,6.11194E-04,6.14138E-04
504,5.61037E-05,5.57752E-05,5.65237E-05,1.76020E-04,1.73235E-04,1.75497E-04,2.98135E-04,2.97210E-04,2.97579E-04,4.19352E-04,4.18191E-04,4.19218E-04,5.40099E-04,5.37784E-04,5.34668E-04,6.53625E-04,6.48963E-04,6.52043E-04
505,5.95325E-05,5.92248E-05,5.95412E-05,1.86467E-04,1.84091E-04,1.86591E-04,3.14908E-04,3.15057E-04,3.14593E-04,4.44129E-04,4.44002E-04,4.44017E-04,5.72259E-04,5.68487E-04,5.66956E-04,6.91245E-04,6.88637E-04,6.91445E-04
506,6.30540E-05,6.27192E-05,6.25934E-05,1.96783E-04,1.95706E-04,1.96146E-04,3.30937E-04,3.31748E-04,3.30573E-04,4.67978E-04,4.69338E-04,4.68384E-04,6.02551E-04,5.99351E-04,6.00021E-04,7.29264E-04,7.28521E-04,7.30589E-04
507,6.63177E-05,6.61081E-05,6.57448E-05,2.06625E-04,2.06645E-04,2.05477E-04,3.46851E-04,3.48134E-04,3.46530E-04,4.91100E-04,4.92438E-04,4.91796E-04,6.31292E-04,6.30518E-04,6.30849E-04,7.64727E-04,7.66517E-04,7.67659E-04
508,6.92656E-05,6.93481E-05,6.89670E-05,2.16101E-04,2.16478E-04,2.15232E-04,3.63115E-04,3.64703E-04,3.63079E-04,5.13818E-04,5.13655E-04,5.14464E-04,6.59477E-04,6.61748E-04,6.59204E-04,7.97967E-04,8.02203E-04,8.02649E-04
509,7.21286E-05,7.24577E-05,7.20471E-05,2.25652E-04,2.25800E-04,2.24984E-04,3.79604E-04,3.81109E-04,3.79949E-04,5.36071E-04,5.35400E-04,5.36957E-04,6.88218E-04,6.91658E-04,6.87582E-04,8.32530E-04,8.36404E-04,8.36942E-04
510,7.51114E-05,7.55105E-05,7.49181E-05,2.35531E-04,2.35163E-04,2.34590E-04,3.96288E-04,3.97303E-04,3.96879E-04,5.58154E-04,5.59056E-04,5.59761E-04,7.18197E-04,7.19892E-04,7.17630E-04,8.70429E-04,8.70277E-04,8.71819E-04
511,7.81336E-05,7.85247E-05,7.77159E-05,2.44936E-04,2.44285E-04,2.44181E-04,4.12512E-04,4.13138E-04,4.12821E-04,5.79958E-04,5.81896E-04,5.81783E-04,7.47341E-04,7.47035E-04,7.46825E-04,9.07444E-04,9.03526E-04,9.06042E-04
512,8.11807E-05,8.15903E-05,8.06690E-05,2.53502E-04,2.53167E-04,2.54099E-04,4.28203E-04,4.28948E-04,4.27516E-04,6.02064E-04,6.02198E-04,6.02783E-04,7.74672E-04,7.74642E-04,7.73698E-04,9.40726E-04,9.36953E-04,9.39504E-04
513,8.41704E-05,8.45816E-05,8.37004E-05,2.61936E-04,2.61904E-04,2.63610E-04,4.43463E-04,4.44342E-04,4.42049E-04,6.24237E-04,6.21909E-04,6.23459E-04,8.00991E-04,8.02514E-04,7.99415E-04,9.72078E-04,9.70835E-04,9.72590E-04
514,8.69423E-05,8.72645E-05,8.65794E-05,2.70971E-04,2.70422E-04,2.71560E-04,4.58081E-04,4.58390E-04,4.57414E-04,6.45489E-04,6.43317E-04,6.44216E-04,8.26918E-04,8.29252E-04,8.25186E-04,1.00372E-03,1.00442E-03,1.00497E-03
515,8.94121E-05,8.96662E-05,8.91346E-05,2.79860E-04,2.78546E-04,2.78159E-04,4.71356E-04,4.70445E-04,4.72354E-04,6.64499E-04,6.64552E-04,6.63967E-04,8.51259E-04,8.52877E-04,8.49866E-04,1.03407E-03,1.03542E-03,1.03465E-03
516,9.17184E-05,9.21439E-05,9.14114E-05,2.87522E-04,2.86583E-04,2.84987E-04,4.83238E-04,4.80975E-04,4.85179E-04,6.81083E-04,6.82549E-04,6.82020E-04,8.73398E-04,8.72791E-04,8.72552E-04,1.06126E-03,1.06264E-03,1.06067E-03
517,9.40118E-05,9.47725E-05,9.36143E-05,2.94195E-04,2.94639E-04,2.92669E-04,4.94698E-04,4.91330E-04,4.95962E-04,6.96600E-04,6.97805E-04,6.98876E-04,8.94255E-04,8.91144E-04,8.94198E-04,1.08655E-03,1.08745E-03,1.08484E-03
518,9.61655E-05,9.69901E-05,9.58477E-05,3.00791E-04,3.01661E-04,2.99778E-04,5.06412E-04,5.02420E-04,5.05355E-04,7.12118E-04,7.12944E-04,7.14296E-04,9.13841E-04,9.10655E-04,9.15219E-04,1.11158E-03,1.11084E-03,1.10895E-03
519,9.78877E-05,9.83102E-05,9.79573E-05,3.07128E-04,3.06581E-04,3.04949E-04,5.17427E-04,5.13394E-04,5.13184E-04,7.26680E-04,7.27871E-04,7.26844E-04,9.30525E-04,9.30492E-04,9.33562E-04,1.13461E-03,1.13119E-03,1.13146E-03
520,9.94227E-05,9.93963E-05,1.00083E-04,3.13154E-04,3.11211E-04,3.09984E-04,5.27730E-04,5.23982E-04,5.21791E-04,7.41176E-04,7.42401E-04,7.38911E-04,9.47294E-04,9.49845E-04,9.49970E-04,1.15618E-03,1.15093E-03,1.15315E-03
521,1.00891E-04,1.00750E-04,1.02165E-04,3.18385E-04,3.16717E-04,3.16034E-04,5.36700E-04,5.33289E-04,5.32161E-04,7.55189E-04,7.55236E-04,7.51636E-04,9.65264E-04,9.66714E-04,9.64224E-04,1.17537E-03,1.17061E-03,1.17326E-03
522,1.02235E-04,1.02186E-04,1.03728E-04,3.22466E-04,3.21814E-04,3.21582E-04,5.43960E-04,5.40770E-04,5.41410E-04,7.66343E-04,7.65162E-04,7.63417E-04,9.80960E-04,9.80125E-04,9.76649E-04,1.19127E-03,1.18774E-03,1.19036E-03
523,1.03754E-04,1.03754E-04,1.04672E-04,3.26389E-04,3.26011E-04,3.25881E-04,5.51352E-04,5.48179E-04,5.48157E-04,7.75130E-04,7.74199E-04,7.75066E-04,9.94021E-04,9.93346E-04,9.91426E-04,1.20773E-03,1.20406E-03,1.20765E-03
524,1.05425E-04,1.05361E-04,1.05391E-04,3.30396E-04,3.29764E-04,3.29569E-04,5.58891E-04,5.56068E-04,5.53750E-04,7.83304E-04,7.83531E-04,7.86456E-04,1.00608E-03,1.00717E-03,1.00772E-03,1.22516E-03,1.22100E-03,1.22539E-03
525,1.06749E-04,1.06534E-04,1.06211E-04,3.33391E-04,3.33053E-04,3.33030E-04,5.64033E-04,5.62719E-04,5.59298E-04,7.90945E-04,7.91590E-04,7.94710E-04,1.01683E-03,1.01816E-03,1.01916E-03,1.23862E-03,1.23615E-03,1.23874E-03
526,1.07652E-04,1.07262E-04,1.07187E-04,3.35668E-04,3.36048E-04,3.36430E-04,5.67012E-04,5.67762E-04,5.64978E-04,7.98346E-04,7.98435E-04,8.00049E-04,1.02622E-03,1.02598E-03,1.02525E-03,1.24774E-03,1.24839E-03,1.24731E-03
527,1.08511E-04,1.08013E-04,1.08131E-04,3.38954E-04,3.39185E-04,3.39807E-04,5.70912E-04,5.72314E-04,5.70198E-04,8.06199E-04,8.05917E-04,8.05916E-04,1.03475E-03,1.03364E-03,1.03148E-03,1.25693E-03,1.25818E-03,1.25534E-03
528,1.09474E-04,1.08951E-04,1.08928E-04,3.43334E-04,3.42383E-04,3.42803E-04,5.76636E-04,5.76686E-04,5.74378E-04,8.13853E-04,8.14000E-04,8.13326E-04,1.04213E-03,1.04204E-03,1.04005E-03,1.26734E-03,1.26547E-03,1.26446E-03
529,1.10523E-04,1.09946E-04,1.09882E-04,3.46755E-04,3.45474E-04,3.45209E-04,5.82485E-04,5.81080E-04,5.78419E-04,8.20262E-04,8.21195E-04,8.20807E-04,1.04916E-03,1.05071E-03,1.04949E-03,1.27711E-03,1.27219E-03,1.27445E-03
530,1.11555E-04,1.10849E-04,1.11112E-04,3.47884E-04,3.48203E-04,3.46890E-04,5.86860E-04,5.85488E-04,5.82922E-04,8.24654E-04,8.26278E-04,8.26892E-04,1.05626E-03,1.05884E-03,1.05805E-03,1.28474E-03,1.27982E-03,1.28454E-03
531,1.12406E-04,1.11716E-04,1.12188E-04,3.48976E-04,3.50572E-04,3.48424E-04,5.90212E-04,5.90117E-04,5.87879E-04,8.28505E-04,8.30584E-04,8.32154E-04,1.06375E-03,1.06648E-03,1.06574E-03,1.29275E-03,1.28952E-03,1.29476E-03
532,1.12793E-04,1.12470E-04,1.12539E-04,3.51926E-04,3.52234E-04,3.49988E-04,5.92607E-04,5.94357E-04,5.92320E-04,8.32391E-04,8.34581E-04,8.36400E-04,1.07040E-03,1.07245E-03,1.07161E-03,1.30208E-03,1.30017E-03,1.30340E-03
533,1.12715E-04,1.12904E-04,1.12382E-04,3.54858E-04,3.53302E-04,3.51338E-04,5.94151E-04,5.97270E-04,5.95064E-04,8.35512E-04,8.37168E-04,8.39130E-04,1.07480E-03,1.07575E-03,1.07551E-03,1.30989E-03,1.30796E-03,1.30822E-03
534,1.12684E-04,1.13187E-04,1.12600E-04,3.55951E-04,3.55235E-04,3.53292E-04,5.97014E-04,5.99934E-04,5.97032E-04,8.39539E-04,8.39725E-04,8.42674E-04,1.07927E-03,1.07930E-03,1.08130E-03,1.31671E-03,1.31301E-03,1.31160E-03
535,1.12839E-04,1.13435E-04,1.13210E-04,3.55198E-04,3.57068E-04,3.54960E-04,6.00399E-04,6.01521E-04,5.97932E-04,8.43565E-04,8.42095E-04,8.45905E-04,1.08265E-03,1.08226E-03,1.08677E-03,1.32065E-03,1.31480E-03,1.31413E-03
