Name,Measurement #1,Measurement #2,Measurement #3,Measurement #4,Measurement #5,Measurement #6,Measurement #7,Measurement #8,Measurement #9,Measurement #10,Measurement #11,Measurement #12,Measurement #13,Measurement #14,Measurement #15,Measurement #16,Measurement #17,Measurement #18
699,6.40491E-05,6.31017E-05,6.30849E-05,2.03431E-04,2.05140E-04,2.03052E-04,3.43903E-04,3.46580E-04,3.43478E-04,4.84158E-04,4.86012E-04,4.86819E-04,6.22791E-04,6.21523E-04,6.17213E-04,7.54910E-04,7.53987E-04,7.54063E-04
700,6.29057E-05,6.16706E-05,6.16711E-05,1.97091E-04,1.97744E-04,1.98305E-04,3.35068E-04,3.39160E-04,3.35163E-04,4.72483E-04,4.73928E-04,4.73347E-04,6.09612E-04,6.06775E-04,6.05930E-04,7.36180E-04,7.36957E-04,7.37288E-04
701,6.10811E-05,6.08156E-05,6.00481E-05,1.93546E-04,1.92101E-04,1.93338E-04,3.26806E-04,3.28257E-04,3.29302E-04,4.59021E-04,4.61156E-04,4.60408E-04,5.94039E-04,5.88755E-04,5.89654E-04,7.11948E-04,7.20318E-04,7.18776E-04
702,5.86493E-05,5.98374E-05,5.82759E-05,1.89513E-04,1.87929E-04,1.88013E-04,3.18266E-04,3.16549E-04,3.22633E-04,4.45197E-04,4.48639E-04,4.48362E-04,5.77239E-04,5.71467E-04,5.70962E-04,6.88245E-04,7.01747E-04,6.99780E-04
703,5.59522E-05,5.77966E-05,5.64530E-05,1.80979E-04,1.83431E-04,1.82241E-04,3.08150E-04,3.07816E-04,3.11023E-04,4.32914E-04,4.36774E-04,4.36315E-04,5.60566E-04,5.58812E-04,5.54418E-04,6.72253E-04,6.78794E-04,6.81714E-04
704,5.39672E-05,5.51970E-05,5.47304E-05,1.72801E-04,1.78764E-04,1.76712E-04,2.98170E-04,3.01022E-04,2.98440E-04,4.22449E-04,4.25117E-04,4.24348E-04,5.42615E-04,5.46813E-04,5.40558E-04,6.59190E-04,6.55984E-04,6.63597E-04
705,5.33214E-05,5.28976E-05,5.31858E-05,1.70094E-04,1.74470E-04,1.72003E-04,2.90318E-04,2.93946E-04,2.89723E-04,4.13269E-04,4.13224E-04,4.12636E-04,5.22895E-04,5.30762E-04,5.28464E-04,6.42831E-04,6.38001E-04,6.44147E-04
706,5.25927E-05,5.13901E-05,5.15547E-05,1.68635E-04,1.70219E-04,1.67341E-04,2.84069E-04,2.85457E-04,2.83496E-04,4.03606E-04,4.01543E-04,4.00489E-04,5.07315E-04,5.12228E-04,5.16355E-04,6.25254E-04,6.21883E-04,6.23575E-04
707,5.07818E-05,5.07947E-05,4.97054E-05,1.64449E-04,1.65473E-04,1.62432E-04,2.78379E-04,2.75904E-04,2.77452E-04,3.92370E-04,3.90772E-04,3.87946E-04,4.99298E-04,4.94949E-04,5.03122E-04,6.09043E-04,6.04947E-04,6.02932E-04
708,4.93111E-05,5.03965E-05,4.80460E-05,1.60058E-04,1.59539E-04,1.59012E-04,2.72152E-04,2.68737E-04,2.70465E-04,3.80784E-04,3.81386E-04,3.77244E-04,4.90949E-04,4.84099E-04,4.89663E-04,5.92398E-04,5.89600E-04,5.84074E-04
709,4.88550E-05,4.94624E-05,4.68910E-05,1.57040E-04,1.52723E-04,1.56965E-04,2.64853E-04,2.64789E-04,2.62243E-04,3.69447E-04,3.72473E-04,3.68752E-04,4.76343E-04,4.78934E-04,4.76261E-04,5.74465E-04,5.76061E-04,5.67886E-04
710,4.78948E-05,4.76847E-05,4.63069E-05,1.53333E-04,1.47824E-04,1.52283E-04,2.57916E-04,2.59355E-04,2.54594E-04,3.58037E-04,3.61595E-04,3.59465E-04,4.59042E-04,4.67859E-04,4.62732E-04,5.59530E-04,5.60211E-04,5.54695E-04
711,4.57558E-05,4.52042E-05,4.57446E-05,1.48149E-04,1.45435E-04,1.44778E-04,2.51562E-04,2.50132E-04,2.48144E-04,3.46917E-04,3.48504E-04,3.48308E-04,4.43022E-04,4.48551E-04,4.49025E-04,5.47499E-04,5.41508E-04,5.43133E-04
712,4.35251E-05,4.28557E-05,4.39280E-05,1.43541E-04,1.42724E-04,1.40833E-04,2.44394E-04,2.39973E-04,2.41892E-04,3.38293E-04,3.37187E-04,3.38409E-04,4.31981E-04,4.35163E-04,4.36312E-04,5.32120E-04,5.26544E-04,5.30562E-04
713,4.20155E-05,4.13305E-05,4.13678E-05,1.39775E-04,1.38572E-04,1.40477E-04,2.36257E-04,2.31545E-04,2.35307E-04,3.31287E-04,3.28812E-04,3.30834E-04,4.25546E-04,4.29170E-04,4.25197E-04,5.13479E-04,5.15975E-04,5.15990E-04
714,4.14390E-05,4.09788E-05,4.04243E-05,1.34856E-04,1.33942E-04,1.36299E-04,2.28238E-04,2.26356E-04,2.28348E-04,3.21419E-04,3.20690E-04,3.23608E-04,4.18411E-04,4.16566E-04,4.15001E-04,4.98341E-04,5.02835E-04,4.99941E-04
715,4.07505E-05,4.11293E-05,4.05618E-05,1.29641E-04,1.29870E-04,1.28651E-04,2.21015E-04,2.22716E-04,2.22252E-04,3.10953E-04,3.11610E-04,3.15593E-04,4.07289E-04,3.96436E-04,4.04537E-04,4.86500E-04,4.85310E-04,4.85271E-04
716,3.82655E-05,4.04792E-05,3.91627E-05,1.27180E-04,1.27376E-04,1.24216E-04,2.15154E-04,2.17097E-04,2.19190E-04,3.07281E-04,3.02265E-04,3.06980E-04,3.91894E-04,3.79355E-04,3.93056E-04,4.73070E-04,4.67001E-04,4.76606E-04
717,3.54697E-05,3.90228E-05,3.69587E-05,1.25420E-04,1.25239E-04,1.23065E-04,2.10163E-04,2.09752E-04,2.16155E-04,3.05767E-04,2.93009E-04,2.97550E-04,3.76181E-04,3.68767E-04,3.80787E-04,4.58572E-04,4.51330E-04,4.68818E-04
718,3.53198E-05,3.76060E-05,3.64023E-05,1.20598E-04,1.21677E-04,1.21883E-04,2.05619E-04,2.03573E-04,2.08821E-04,2.97192E-04,2.84904E-04,2.87973E-04,3.66663E-04,3.64316E-04,3.69681E-04,4.47531E-04,4.42168E-04,4.54277E-04
719,3.65680E-05,3.65031E-05,3.66185E-05,1.15587E-04,1.17225E-04,1.19059E-04,2.00595E-04,1.98277E-04,2.00228E-04,2.84084E-04,2.77913E-04,2.79312E-04,3.60022E-04,3.60431E-04,3.59747E-04,4.37162E-04,4.35754E-04,4.37434E-04
720,3.66186E-05,3.56310E-05,3.57560E-05,1.14444E-04,1.13157E-04,1.13992E-04,1.94268E-04,1.92485E-04,1.94819E-04,2.72854E-04,2.71419E-04,2.72216E-04,3.50085E-04,3.50752E-04,3.49888E-04,4.23036E-04,4.25834E-04,4.25492E-04
721,3.53678E-05,3.45704E-05,3.43858E-05,1.13750E-04,1.10055E-04,1.08035E-04,1.88366E-04,1.87150E-04,1.89565E-04,2.65499E-04,2.65695E-04,2.65950E-04,3.39185E-04,3.37927E-04,3.39553E-04,4.10170E-04,4.12366E-04,4.16016E-04
722,3.35015E-05,3.31794E-05,3.33366E-05,1.09953E-04,1.07905E-04,1.03031E-04,1.84362E-04,1.83165E-04,1.81624E-04,2.61290E-04,2.60970E-04,2.59715E-04,3.30588E-04,3.26328E-04,3.28989E-04,4.03057E-04,3.98017E-04,4.05237E-04
723,3.17191E-05,3.23686E-05,3.18432E-05,1.05603E-04,1.05017E-04,1.00140E-04,1.79756E-04,1.78293E-04,1.75015E-04,2.53933E-04,2.55361E-04,2.52716E-04,3.21170E-04,3.15980E-04,3.19080E-04,3.93970E-04,3.86498E-04,3.92495E-04
724,3.05334E-05,3.24892E-05,2.97858E-05,1.03112E-04,1.00586E-04,9.93886E-05,1.73250E-04,1.71796E-04,1.72365E-04,2.41612E-04,2.47871E-04,2.44752E-04,3.09425E-04,3.07244E-04,3.10129E-04,3.79120E-04,3.79452E-04,3.79172E-04
725,2.98665E-05,3.20981E-05,2.89344E-05,1.01470E-04,9.60043E-05,9.81963E-05,1.67067E-04,1.66716E-04,1.69550E-04,2.33383E-04,2.39279E-04,2.35844E-04,2.98639E-04,3.01530E-04,2.99549E-04,3.66725E-04,3.71854E-04,3.67931E-04
726,2.94793E-05,3.06327E-05,2.94644E-05,9.93719E-05,9.29282E-05,9.55963E-05,1.61860E-04,1.63873E-04,1.64298E-04,2.31616E-04,2.30498E-04,2.26781E-04,2.90424E-04,2.97122E-04,2.88417E-04,3.59755E-04,3.60625E-04,3.59381E-04
727,2.90287E-05,2.91725E-05,2.89374E-05,9.58556E-05,9.28886E-05,9.34860E-05,1.55542E-04,1.60263E-04,1.58428E-04,2.27142E-04,2.22414E-04,2.19466E-04,2.83199E-04,2.87943E-04,2.83551E-04,3.51467E-04,3.47135E-04,3.51066E-04
728,2.83349E-05,2.83549E-05,2.71013E-05,9.15978E-05,9.38812E-05,9.23452E-05,1.49725E-04,1.55261E-04,1.53078E-04,2.18118E-04,2.15389E-04,2.13038E-04,2.76053E-04,2.75305E-04,2.82571E-04,3.39261E-04,3.35214E-04,3.41557E-04
729,2.74601E-05,2.82233E-05,2.60297E-05,8.88374E-05,9.09944E-05,9.10954E-05,1.49426E-04,1.50990E-04,1.48519E-04,2.10884E-04,2.09505E-04,2.04459E-04,2.69344E-04,2.67871E-04,2.74681E-04,3.26003E-04,3.30363E-04,3.31115E-04
730,2.67892E-05,2.82727E-05,2.59643E-05,8.74214E-05,8.58850E-05,8.84754E-05,1.50294E-04,1.47141E-04,1.44646E-04,2.05443E-04,2.04655E-04,1.96378E-04,2.62862E-04,2.63392E-04,2.61517E-04,3.14759E-04,3.27098E-04,3.19165E-04
731,2.67507E-05,2.77479E-05,2.59151E-05,8.56380E-05,8.39715E-05,8.36399E-05,1.43297E-04,1.42098E-04,1.41191E-04,1.98268E-04,2.00643E-04,1.94413E-04,2.56180E-04,2.53705E-04,2.52450E-04,3.08058E-04,3.14761E-04,3.05376E-04
732,2.62625E-05,2.66486E-05,2.54842E-05,8.22642E-05,8.32657E-05,7.89966E-05,1.33429E-04,1.36624E-04,1.37371E-04,1.92435E-04,1.96104E-04,1.94495E-04,2.48694E-04,2.42976E-04,2.46244E-04,3.01664E-04,2.99883E-04,2.93480E-04
733,2.41994E-05,2.53348E-05,2.45980E-05,7.70915E-05,7.95356E-05,7.72958E-05,1.29539E-04,1.32202E-04,1.32545E-04,1.91601E-04,1.89448E-04,1.89985E-04,2.40201E-04,2.38340E-04,2.37892E-04,2.90332E-04,2.92963E-04,2.87273E-04
734,2.26001E-05,2.43467E-05,2.34949E-05,7.39672E-05,7.45533E-05,7.64136E-05,1.28975E-04,1.29251E-04,1.28529E-04,1.88876E-04,1.81539E-04,1.84038E-04,2.34003E-04,2.35482E-04,2.29241E-04,2.80171E-04,2.87615E-04,2.83843E-04
735,2.30575E-05,2.39689E-05,2.25712E-05,7.52265E-05,7.11582E-05,7.39196E-05,1.27242E-04,1.27307E-04,1.26801E-04,1.79301E-04,1.74249E-04,1.80678E-04,2.31898E-04,2.28943E-04,2.23031E-04,2.76999E-04,2.76879E-04,2.79208E-04
736,2.30341E-05,2.34648E-05,2.22928E-05,7.49719E-05,6.97573E-05,7.03871E-05,1.23814E-04,1.23724E-04,1.25162E-04,1.71842E-04,1.69418E-04,1.77311E-04,2.27319E-04,2.18860E-04,2.17738E-04,2.74792E-04,2.65395E-04,2.70970E-04
737,2.13035E-05,2.24066E-05,2.24961E-05,7.04977E-05,6.97138E-05,6.73623E-05,1.19374E-04,1.17648E-04,1.21881E-04,1.70801E-04,1.66877E-04,1.71778E-04,2.16454E-04,2.07927E-04,2.12557E-04,2.68170E-04,2.56580E-04,2.59726E-04
738,2.03897E-05,2.12874E-05,2.18915E-05,6.76374E-05,6.93255E-05,6.71277E-05,1.15532E-04,1.12300E-04,1.17400E-04,1.67516E-04,1.62957E-04,1.65038E-04,2.03520E-04,2.01623E-04,2.09435E-04,2.57141E-04,2.47957E-04,2.51081E-04
739,2.07959E-05,2.04373E-05,2.07288E-05,6.76158E-05,6.75612E-05,6.88950E-05,1.12404E-04,1.09323E-04,1.12771E-04,1.60173E-04,1.57725E-04,1.58675E-04,1.93360E-04,1.99449E-04,2.06877E-04,2.45036E-04,2.39535E-04,2.46135E-04
740,2.02419E-05,1.98284E-05,2.09792E-05,6.52476E-05,6.42331E-05,6.81713E-05,1.08045E-04,1.07590E-04,1.09047E-04,1.55816E-04,1.55247E-04,1.53979E-04,1.89532E-04,1.93393E-04,1.98901E-04,2.37318E-04,2.34026E-04,2.39552E-04
741,1.90011E-05,1.96768E-05,2.16951E-05,6.11042E-05,6.05120E-05,6.44223E-05,1.03207E-04,1.05729E-04,1.05676E-04,1.54107E-04,1.53211E-04,1.49927E-04,1.89867E-04,1.84314E-04,1.87915E-04,2.33272E-04,2.30193E-04,2.31084E-04
742,1.90815E-05,2.02199E-05,2.01858E-05,5.98144E-05,5.83558E-05,6.02186E-05,1.00529E-04,1.02659E-04,1.01342E-04,1.49506E-04,1.45681E-04,1.44200E-04,1.88532E-04,1.79136E-04,1.81978E-04,2.28153E-04,2.24285E-04,2.24376E-04
743,1.97311E-05,2.01945E-05,1.80466E-05,6.07870E-05,5.77198E-05,5.70489E-05,1.00070E-04,9.95849E-05,9.78553E-05,1.42220E-04,1.37084E-04,1.37271E-04,1.83922E-04,1.75593E-04,1.80597E-04,2.22227E-04,2.16258E-04,2.19625E-04
744,1.92866E-05,1.82930E-05,1.79666E-05,6.10251E-05,5.75388E-05,5.55769E-05,1.00190E-04,9.80196E-05,9.72983E-05,1.35094E-04,1.34176E-04,1.30961E-04,1.76558E-04,1.68997E-04,1.79219E-04,2.17437E-04,2.07792E-04,2.15165E-04
745,1.81664E-05,1.64132E-05,1.83032E-05,5.85819E-05,5.68702E-05,5.54454E-05,9.79731E-05,9.65816E-05,9.68024E-05,1.31071E-04,1.32410E-04,1.27814E-04,1.68566E-04,1.64896E-04,1.74890E-04,2.13740E-04,2.01591E-04,2.09907E-04
746,1.70399E-05,1.61717E-05,1.72927E-05,5.35221E-05,5.49844E-05,5.53785E-05,9.20830E-05,9.37296E-05,9.35849E-05,1.30534E-04,1.27302E-04,1.28252E-04,1.62139E-04,1.66361E-04,1.66485E-04,2.09502E-04,1.98103E-04,2.02603E-04
747,1.57844E-05,1.61634E-05,1.61625E-05,5.06415E-05,5.19136E-05,5.27740E-05,8.67262E-05,9.01292E-05,8.92472E-05,1.27812E-04,1.23560E-04,1.27287E-04,1.59256E-04,1.63272E-04,1.57354E-04,2.01489E-04,1.92196E-04,1.92241E-04
748,1.45822E-05,1.55207E-05,1.58292E-05,5.14631E-05,4.89125E-05,4.79925E-05,8.44408E-05,8.68148E-05,8.58045E-05,1.21363E-04,1.22998E-04,1.23626E-04,1.58755E-04,1.53073E-04,1.50377E-04,1.90428E-04,1.83370E-04,1.81348E-04
749,1.41951E-05,1.49512E-05,1.58900E-05,5.11457E-05,4.86526E-05,4.60288E-05,8.34403E-05,8.45173E-05,8.44147E-05,1.17137E-04,1.20369E-04,1.22621E-04,1.54463E-04,1.47622E-04,1.45973E-04,1.82900E-04,1.78994E-04,1.77009E-04
750,1.42979E-05,1.48619E-05,1.57612E-05,4.88669E-05,5.05073E-05,4.66854E-05,8.22531E-05,8.24574E-05,8.35771E-05,1.15281E-04,1.14398E-04,1.23767E-04,1.46784E-04,1.47467E-04,1.42669E-04,1.79636E-04,1.78502E-04,1.77926E-04
751,1.37003E-05,1.51411E-05,1.49914E-05,4.79354E-05,5.11429E-05,4.51690E-05,8.04615E-05,7.91250E-05,8.03093E-05,1.11078E-04,1.08653E-04,1.21500E-04,1.42527E-04,1.43166E-04,1.38369E-04,1.76560E-04,1.74890E-04,1.76052E-04
752,1.25418E-05,1.38778E-05,1.41358E-05,4.67259E-05,4.97061E-05,4.13279E-05,7.68871E-05,7.51757E-05,7.65411E-05,1.06109E-04,1.05010E-04,1.13783E-04,1.37972E-04,1.36511E-04,1.32735E-04,1.72141E-04,1.68627E-04,1.69200E-04
753,1.17474E-05,9.40511E-06,1.40922E-05,4.21383E-05,4.70860E-05,3.77759E-05,7.08046E-05,7.22678E-05,7.58824E-05,1.04575E-04,1.03994E-04,1.02030E-04,1.26371E-04,1.34273E-04,1.26740E-04,1.66684E-04,1.63516E-04,1.59739E-04
754,1.20919E-05,6.67802E-06,1.43553E-05,3.84253E-05,4.54228E-05,3.66805E-05,6.57571E-05,6.99759E-05,7.50269E-05,1.03909E-04,1.03548E-04,9.37328E-05,1.16627E-04,1.33207E-04,1.21860E-04,1.61048E-04,1.56557E-04,1.54613E-04
755,1.34573E-05,9.51187E-06,1.41677E-05,3.88559E-05,4.52408E-05,3.83669E-05,6.44252E-05,6.73548E-05,7.08652E-05,1.00706E-04,1.01469E-04,9.31230E-05,1.16772E-04,1.28097E-04,1.18757E-04,1.55335E-04,1.45811E-04,1.56352E-04
756,1.36060E-05,1.25287E-05,1.36516E-05,3.79054E-05,4.23036E-05,3.91800E-05,6.44707E-05,6.53812E-05,6.87770E-05,9.75609E-05,9.95429E-05,9.17037E-05,1.20214E-04,1.20230E-04,1.17787E-04,1.50215E-04,1.41815E-04,1.53959E-04
757,1.20812E-05,1.22656E-05,1.28957E-05,3.39700E-05,3.66481E-05,3.72630E-05,6.39651E-05,6.48207E-05,7.07979E-05,9.58168E-05,9.72774E-05,8.65471E-05,1.21082E-04,1.12659E-04,1.17441E-04,1.46392E-04,1.46127E-04,1.44031E-04
758,1.17689E-05,1.09542E-05,1.17183E-05,3.39607E-05,3.61091E-05,3.47290E-05,6.30090E-05,6.54127E-05,7.12034E-05,9.31256E-05,8.97261E-05,8.68308E-05,1.18837E-04,1.09132E-04,1.13442E-04,1.44243E-04,1.42813E-04,1.38630E-04
759,1.26207E-05,1.00116E-05,1.08509E-05,3.78776E-05,3.89552E-05,3.24843E-05,6.13992E-05,6.55432E-05,6.78622E-05,9.01794E-05,8.12823E-05,9.14613E-05,1.14422E-04,1.09009E-04,1.07452E-04,1.42769E-04,1.32163E-04,1.37476E-04
760,1.18952E-05,9.56121E-06,1.15295E-05,3.90027E-05,3.52641E-05,3.00551E-05,5.85867E-05,6.26799E-05,6.26421E-05,8.98533E-05,8.32182E-05,8.97107E-05,1.09557E-04,1.07603E-04,1.05779E-04,1.39522E-04,1.28950E-04,1.29123E-04
761,1.03041E-05,9.49401E-06,1.18781E-05,3.61068E-05,2.92872E-05,2.84774E-05,5.62414E-05,5.80596E-05,5.83370E-05,8.81058E-05,8.80714E-05,8.23670E-05,1.06658E-04,1.04019E-04,1.06373E-04,1.33541E-04,1.30201E-04,1.20893E-04
762,9.85211E-06,9.71421E-06,9.59368E-06,3.12883E-05,2.99778E-05,2.90025E-05,5.60230E-05,5.45018E-05,5.68219E-05,7.99392E-05,8.27884E-05,7.57262E-05,1.06665E-04,9.97713E-05,1.03838E-04,1.25104E-04,1.25913E-04,1.24847E-04
763,9.90149E-06,1.07176E-05,8.09361E-06,2.81243E-05,3.28615E-05,3.03594E-05,5.46878E-05,5.32758E-05,5.44750E-05,7.36637E-05,7.57053E-05,7.29914E-05,1.03278E-04,9.86462E-05,9.92190E-05,1.17546E-04,1.19635E-04,1.29347E-04
764,9.48832E-06,1.21107E-05,9.65900E-06,2.88706E-05,3.25886E-05,3.07797E-05,5.08320E-05,5.39712E-05,4.96040E-05,7.48137E-05,7.51432E-05,7.43066E-05,9.40125E-05,1.01295E-04,9.58888E-05,1.14308E-04,1.16189E-04,1.24196E-04
765,8.66328E-06,1.10876E-05,1.01427E-05,3.16455E-05,3.07700E-05,2.90814E-05,5.05195E-05,5.33450E-05,4.86071E-05,7.37122E-05,7.51480E-05,7.47809E-05,9.00207E-05,9.96586E-05,9.81809E-05,1.16940E-04,1.14289E-04,1.18388E-04
766,7.63609E-06,7.85077E-06,8.30077E-06,3.29642E-05,2.95521E-05,2.64202E-05,5.36278E-05,5.07227E-05,5.15961E-05,6.83579E-05,7.23579E-05,7.22155E-05,9.29233E-05,9.24340E-05,1.02457E-04,1.21833E-04,1.10981E-04,1.16796E-04
767,6.68328E-06,6.58722E-06,7.57524E-06,2.88285E-05,3.02566E-05,2.65390E-05,5.15904E-05,4.90957E-05,4.99933E-05,6.85115E-05,6.92712E-05,6.88784E-05,9.06790E-05,8.80706E-05,9.61348E-05,1.19962E-04,1.03138E-04,1.15688E-04
768,6.70574E-06,7.30607E-06,8.15130E-06,2.40194E-05,3.10958E-05,2.90725E-05,4.63256E-05,4.85884E-05,4.58291E-05,7.12540E-05,6.57578E-05,6.65237E-05,8.46412E-05,8.66438E-05,8.33443E-05,1.10745E-04,9.68059E-05,1.13395E-04
769,8.53812E-06,7.56271E-06,8.08733E-06,2.70121E-05,2.90803E-05,3.08950E-05,4.60023E-05,4.75952E-05,4.70292E-05,6.71482E-05,6.10083E-05,6.58438E-05,8.43128E-05,8.33293E-05,7.82088E-05,1.00109E-04,1.01619E-04,1.10289E-04
770,9.74621E-06,8.61578E-06,7.43120E-06,3.02602E-05,2.61083E-05,2.95837E-05,4.82501E-05,4.57635E-05,4.83275E-05,6.23985E-05,6.07248E-05,6.24814E-05,8.52739E-05,7.92074E-05,7.90182E-05,9.26525E-05,1.06689E-04,1.04728E-04
771,8.34277E-06,1.13238E-05,6.96990E-06,2.55722E-05,2.45393E-05,2.50598E-05,4.80950E-05,4.35783E-05,4.38134E-05,6.39503E-05,6.77353E-05,5.44383E-05,8.17002E-05,7.68029E-05,7.95155E-05,9.07719E-05,1.00737E-04,9.61595E-05
772,7.24645E-06,1.13045E-05,7.37653E-06,2.05437E-05,2.25512E-05,2.31433E-05,4.45181E-05,4.23330E-05,4.01130E-05,6.33079E-05,6.90228E-05,5.17752E-05,7.87228E-05,7.58625E-05,7.73439E-05,9.12526E-05,9.37156E-05,8.89269E-05
773,7.71819E-06,7.73092E-06,8.13784E-06,2.05626E-05,2.03283E-05,2.49261E-05,3.95810E-05,4.18079E-05,4.06231E-05,5.77981E-05,5.95121E-05,5.69884E-05,7.85922E-05,7.49331E-05,7.38029E-05,9.09221E-05,9.08718E-05,8.54089E-05
774,7.34635E-06,6.30068E-06,7.19835E-06,2.32425E-05,2.18718E-05,2.33320E-05,3.86148E-05,3.96284E-05,4.06713E-05,5.72363E-05,5.04768E-05,5.86981E-05,7.66571E-05,7.19276E-05,7.43551E-05,8.86162E-05,8.53033E-05,8.38707E-05
775,6.43523E-06,7.68422E-06,5.40387E-06,2.49519E-05,2.47422E-05,1.96698E-05,4.09038E-05,3.69144E-05,3.84351E-05,5.97242E-05,4.89762E-05,5.69592E-05,7.22859E-05,6.74543E-05,7.68080E-05,8.44960E-05,7.91944E-05,8.23862E-05
776,7.10926E-06,8.51675E-06,5.51160E-06,2.27343E-05,2.26753E-05,2.08663E-05,4.14022E-05,3.69738E-05,3.50515E-05,5.55208E-05,5.57997E-05,5.94533E-05,6.81968E-05,6.42479E-05,7.39260E-05,7.96571E-05,8.05063E-05,7.98630E-05
777,7.69658E-06,7.90404E-06,6.97647E-06,2.11876E-05,1.94345E-05,2.34131E-05,3.94285E-05,3.81225E-05,3.25990E-05,4.95218E-05,5.92411E-05,5.83076E-05,6.48275E-05,6.42533E-05,6.68138E-05,7.48317E-05,8.21695E-05,7.95005E-05
778,6.56219E-06,6.16630E-06,8.18542E-06,2.41191E-05,2.00202E-05,2.17432E-05,3.70572E-05,3.74712E-05,3.25519E-05,4.94387E-05,5.05321E-05,4.69837E-05,6.14903E-05,6.74154E-05,5.97694E-05,7.03583E-05,7.66371E-05,8.23352E-05
779,6.80892E-06,4.14321E-06,8.36161E-06,2.36394E-05,2.06674E-05,1.69614E-05,3.88918E-05,3.44839E-05,3.32754E-05,5.29596E-05,4.45862E-05,4.18578E-05,5.66631E-05,6.82765E-05,5.59825E-05,6.54853E-05,7.30027E-05,7.73154E-05
780,8.76234E-06,3.11014E-06,7.61709E-06,1.82205E-05,1.97939E-05,1.27474E-05,4.31447E-05,3.01829E-05,3.31470E-05,5.54087E-05,4.80817E-05,4.85590E-05,5.09066E-05,6.43217E-05,5.54562E-05,6.17795E-05,7.45658E-05,6.47962E-05
